brand,model,year,km,fuel_type,transmission,listed_price
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
